Provenances,Person ID,Persona ID,Platform ID,Message ID,Time of Message,Location,Message String
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Thu Mar 03 04:10:49 +0000 2016,"Ann Arbor, Michigan","After delayed flight from New York to Michigan, @JohnKasich holds @UMich campaign stop via phone. https://t.co/bGBjkmLkFK"
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Thu Mar 03 03:35:09 +0000 2016,"Ann Arbor, Michigan",The top 5 best and worst things that happened at the 88th #Oscars. https://t.co/94F1jRLFts https://t.co/zmPY2NOKt6
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Thu Mar 03 01:55:12 +0000 2016,"Ann Arbor, Michigan",.@umichbaseball splits their first four games in California series. https://t.co/PFyZplZLPA
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Wed Mar 02 22:30:45 +0000 2016,"Ann Arbor, Michigan",Flaherty and Thome nab Big Ten honors for @umichwbball. https://t.co/k5LMj3ZIDv
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Wed Mar 02 20:45:36 +0000 2016,"Ann Arbor, Michigan",Personal #Statement: My life as a young dad. https://t.co/ojfKSyMm6l https://t.co/urynE4Kb2p
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Wed Mar 02 17:30:33 +0000 2016,"Ann Arbor, Michigan",.@umichwbball opens Big Ten tournament vs. Iowa Thursday. https://t.co/TtDFVVH4g4 https://t.co/igOse7zSdX
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Wed Mar 02 16:17:17 +0000 2016,"Ann Arbor, Michigan",#ICYMI: @umichbball shuts down LeVert for the rest of the season. https://t.co/dyGlswpTKW https://t.co/fhYEiFTnBm
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Wed Mar 02 16:04:32 +0000 2016,"Ann Arbor, Michigan",.@umichbaseball kicks off second half of California tour with San Jose State. https://t.co/bxDZmzilul
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Wed Mar 02 02:25:11 +0000 2016,"Ann Arbor, Michigan","""The physical pain I experienced was agonizing, but the mental suffering was worse.""  https://t.co/opjI54RXHW"
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Tue Mar 01 22:50:35 +0000 2016,"Ann Arbor, Michigan","With must-win finale looming, @umichbball approach Iowa with March Madness mindset. https://t.co/5IxX6NGW0L https://t.co/8sSaqy80ju"
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Tue Mar 01 19:45:23 +0000 2016,"Ann Arbor, Michigan",The top 5 best and worst things that happened at the 88th #Oscars. https://t.co/XDGWauvtDC https://t.co/hjDEhWuMrH
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Tue Mar 01 17:45:20 +0000 2016,"Ann Arbor, Michigan","After a close battle, the men of @umichtrack finished fourth at the Big Ten Indoor Championships. https://t.co/Ru1rcS4xZs"
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Tue Mar 01 15:57:53 +0000 2016,"Ann Arbor, Michigan",.@umichbball coach John Beilein announces Caris LeVert shut down for remainder of season. https://t.co/v1ZqzaVa8t https://t.co/QWMSsz7pk3
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.05E+17,Tue Mar 01 15:50:08 +0000 2016,"Ann Arbor, Michigan","#ICYMI: @UMich launched TechCity, a program allowing transportation startups to partner with researchers at Mcity. https://t.co/LPilLTalY2"
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.04E+17,Tue Mar 01 02:50:14 +0000 2016,"Ann Arbor, Michigan",'Mental lapses' in transitions doomed @umichbball in their 69-57 loss to Wisconsin. https://t.co/icm3LkAnSf
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.04E+17,Mon Feb 29 23:45:32 +0000 2016,"Ann Arbor, Michigan",.@umichsoftball leaves weekend in California with four wins in five games. https://t.co/hYkSq1FORj https://t.co/yoJUX4Q2XC
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,,,Twitter,,,,
TwitterRecentMichiganDailyUserTweets,The Michigan Daily,michigandaily,Twitter,7.04E+17,Mon Feb 29 21:35:15 +0000 2016,"Ann Arbor, Michigan",.@umichlacrosse began their Spring Break with a dominating 10-7 victory over Delaware. https://t.co/DN2VRN4OCW https://t.co/tlYV6WyC90
TwitterSearch NorovirusFebruaryDateRange,Ania Owczarczyk,cebulka26,Twitter,7.03E+17,Thu Feb 25 23:55:40 +0000 2016,"Ann Arbor, MI | CO | NYS | PL","RT @UMHealthSystem: It's in the @freep, it must be true: Our scientists want your poop. (only if you've had #norovirus): https://t.co/SojiCÖ"
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Nancy,england498,Twitter,7.03E+17,Thu Feb 25 23:53:50 +0000 2016,,200 students reportedly sickened by norovirus at Miami University of Ohio https://t.co/ItAZYTWHKB via @usatodaycollege
TwitterSearch NorovirusFebruaryDateRange,Ryan Mackintosh,RyanMackintosh,Twitter,7.03E+17,Thu Feb 25 23:50:30 +0000 2016,,RT @wsoctv: JUST IN: Several dozen @WingateUniv students reported symptoms similar to norovirus. They are testing to confirm.
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Christopher Peterson,guymetropolis,Twitter,7.03E+17,Thu Feb 25 23:46:04 +0000 2016,,#Oregon #Norovirus Outbreak Linked to Yaquina Bay Oysters https://t.co/Oux09xbnAZ
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Holmes Chapel HC,HolmesChapelNHS,Twitter,7.03E+17,Thu Feb 25 23:46:04 +0000 2016,Holmes Chapel Health Centre,RT @NHSEngland: Norovirus spreads really easily. Stay away from young and old to stop the spread #staywellthiswinter @NHSChoices https://t.Ö
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Taylor Lang,twinlang,Twitter,7.03E+17,Thu Feb 25 23:44:39 +0000 2016,Syracuse University,I so do not want to get this! #SayNoToTheNorovirus #FreshU  https://t.co/fxCFmXjcjL https://t.co/GEGyha2xw8
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,New Scientist agent,newscientist_ag,Twitter,7.03E+17,Thu Feb 25 23:43:11 +0000 2016,,Norovirus outbreak presents a research opportunity for scientists - Michigan Radio #norovirus https://t.co/oPJhaXYaH8
TwitterSearch NorovirusFebruaryDateRange,James Walker [SDMN],seaoddersea,Twitter,7.03E+17,Thu Feb 25 23:42:07 +0000 2016,,can't believe out of all the school's in Liverpool our school archbishop beck would get the norovirus the school is closed tomorrow
TwitterSearch NorovirusFebruaryDateRange,Maryann Struman,mastruman,Twitter,7.03E+17,Thu Feb 25 23:41:55 +0000 2016,Detroit,"RT @UMHealthSystem: It's in the @freep, it must be true: Our scientists want your poop. (only if you've had #norovirus): https://t.co/SojiCÖ"
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Kay,k_hicks13,Twitter,7.03E+17,Thu Feb 25 23:41:29 +0000 2016,United States,RT @wsoctv: JUST IN: Several dozen @WingateUniv students reported symptoms similar to norovirus. They are testing to confirm.
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,James Walker [SDMN],seaoddersea,Twitter,7.03E+17,Thu Feb 25 23:40:30 +0000 2016,,RT @LivEchonews: Norovirus vomiting bug outbreak at Archbishop Beck Catholic Sports College https://t.co/U59quNpq5G https://t.co/qOCiECO3b0
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,David Jesse,reporterdavidj,Twitter,7.03E+17,Thu Feb 25 23:40:21 +0000 2016,Detroit,"RT @UMHealthSystem: It's in the @freep, it must be true: Our scientists want your poop. (only if you've had #norovirus): https://t.co/SojiCÖ"
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Meghan Duffy,duffy_ma,Twitter,7.03E+17,Thu Feb 25 23:40:15 +0000 2016,"Ann Arbor, MI","RT @UMHealthSystem: It's in the @freep, it must be true: Our scientists want your poop. (only if you've had #norovirus): https://t.co/SojiCÖ"
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,Kara Gavin,karag,Twitter,7.03E+17,Thu Feb 25 23:37:18 +0000 2016,"iPhone: 42.363846,-83.469330","RT @UMHealthSystem: It's in the @freep, it must be true: Our scientists want your poop. (only if you've had #norovirus): https://t.co/SojiCÖ"
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,,,Twitter,,,,
TwitterSearch NorovirusFebruaryDateRange,U-M Health System,UMHealthSystem,Twitter,7.03E+17,Thu Feb 25 23:34:25 +0000 2016,Ann Arbor,"It's in the @freep, it must be true: Our scientists want your poop. (only if you've had #norovirus): https://t.co/SojiCIjXMw @reporterdavidj"
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 13:48:09 +0000 2016,"Austin, TX",RT @TexasMBB: It's GAMEDAY!! Good morning from Stillwater. #Horns at Ok State at 8 CT on ESPN2. https://t.co/3bN1yA4CNe
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 04:11:12 +0000 2016,"Austin, TX","RT @TexasMSD: Our favorite superhero, Batman (Brett Ringgold) @ Lee and Joe Jamail Texas Swimming Center https://t.co/x8dWYJADbq"
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 02:43:23 +0000 2016,"Austin, TX",RT @Texas_Baseball: HOME RUN KACY CLEMENS! Longhorns get one back here to lead off the 8th. ??
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 02:40:52 +0000 2016,"Austin, TX",RT @Texas_Baseball: Dunbar gets 'em in order. Kacy Clemens-Jake McKenzie-Zane Gurwitz scheduled to hit. ????
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 01:33:16 +0000 2016,"Austin, TX",RT @Texas_Baseball: Allllllrighhhht! Joe Baker leads off the 4th with a standup double.??
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 01:33:10 +0000 2016,"Austin, TX",RT @Longhorn_FB: VIDEO: The Longhorns held their final workout today before the start of spring practice on Monday #HookEm #Believe https:/Ö
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 01:33:03 +0000 2016,"Austin, TX","RT @Texas_Baseball: After four, Longhorns behind 2??-0??. Jon Malmin on to pitch."
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 01:32:58 +0000 2016,"Austin, TX",RT @TexasSoccer: Good luck and safe trip Abby! #BostonBreakers https://t.co/ebNKnXALJ1
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:49:59 +0000 2016,"Austin, TX",RT @Texas_Baseball: Cal gets a pair across in the third but a 6-4-3 ends the threat and Texas trails 2??-0?? entering the home half.
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:49:29 +0000 2016,"Austin, TX",RT @__rehtaeh: Little Longhorn #longhorns @Texas_Baseball https://t.co/wku5LkZwZN
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:48:10 +0000 2016,"Austin, TX",We can look @ 2015 if you'd like Jerrod Heard & Tyrone Swoopes are great. How are Kyler Murray & Kyle Allen.... nvm https://t.co/vZcPTdnUDu
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:38:28 +0000 2016,"Austin, TX",RT @TexasSports: Watch Game Plan with Shaka Smart at 5:30 p.m. CT on @LonghornNetwork or WatchESPN at https://t.co/1ORLzi189G. #longhorns
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:38:25 +0000 2016,"Austin, TX",RT @LonghornNetwork: It's the showdown that's been building.   Lowell. Shaka. Dramatic music.   Game Plan airs tonight at 5:30 CT on LHN. hÖ
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:38:15 +0000 2016,"Austin, TX","RT @Texas_Baseball: Tres Barrera reaches third base in the bottom of the second, but the game remains scoreless entering the third. #HookEm!"
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:38:08 +0000 2016,"Austin, TX",RT @texaslippy: Thanks to the @Texas_Baseball gate crew for the ball! The friendliest folks around. #HookEm #Longhorns https://t.co/5zioEJXÖ
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:22:51 +0000 2016,"Austin, TX",RT @TexasMSD: ASCC results link https://t.co/sHcCeeLv0I
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:06:20 +0000 2016,"Austin, TX",RT @Texas_Baseball: First pitch from Kingham and we're a go in Austin. ??
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:02:37 +0000 2016,"Austin, TX",RT @TexasWBB: Young Women's Leadership Academy in San Antonio sends their love to OKC-bound Horns! https://t.co/zklsfCawbp
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Fri Mar 04 00:02:31 +0000 2016,"Austin, TX","RT @TexasExes: Congrats @TexasWBB's Imani Boyette, the league's top shot blocker & @TheAlcalde cover star: https://t.co/LiEJBNQw10 https://Ö"
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,,,Twitter,,,,
Twitter University of Texas Sports,University of Texas,UTexas_Sports,Twitter,7.06E+17,Thu Mar 03 22:55:52 +0000 2016,"Austin, TX",RT @Pacers: Rookie of the Month: See more highlights from @Original_Turner's month of February here ?? https://t.co/qFGmLpUDiT   https://t.Ö
resultAthensGA.csv,Jobs USA,US4USA,Twitter,7.05773E+17,Fri Mar 04 15:11:49 +0000 2016,,Warehouse Worker ‚Äì Univ. of GA ‚Äì Conc./Sanford Stadium: Aramark Location : Athens GA US About Aramark Aramark ... https://t.co/pXr8xfgnjN
resultAthensGA.csv,Vicki Marshall,VickiMCareers,Twitter,7.05772E+17,Fri Mar 04 15:08:19 +0000 2016,"Portland, Oregon","Hiring Now: Restaurant Manager #jobs #jobs in Athens, GA https://t.co/6Cry0WQpFk #job"
resultAthensGA.csv,Catherine Koonce,Catherinedk_,Twitter,7.05771E+17,Fri Mar 04 15:06:47 +0000 2016,"Athens, GA","Finally bought a reusable cup! (@ Jittery Joe's in Athens, GA) https://t.co/1UemGbBzOq"
resultAthensGA.csv,Kim Delp,DelpKim,Twitter,7.05771E+17,Fri Mar 04 15:04:47 +0000 2016,"Cary, NC","And we're off again. This time to Athens, GA. #GoGymDawgs. Check out our last adventure in Dark Side of the Medal https://t.co/PW84gT7kvM"
resultAthensGA.csv,Mr. DoRight,MrDoRightATL,Twitter,7.0577E+17,Fri Mar 04 14:59:34 +0000 2016,,"TONIGHT IT GOES DOWN...Ladies in &amp; around Athens, GA...Freaky Fridays with, ""The ATL Dream""!!!
Show starts at 8pm https://t.co/uZknPOSs9F"
resultAthensGA.csv,TMJ-GA Retail Jobs,tmj_ga_retail,Twitter,7.0577E+17,Fri Mar 04 14:59:21 +0000 2016,Georgia,"We're #hiring! Click to apply: Sales Associate - https://t.co/b3mbWJowEX #Retail #Athens, GA #Job #Jobs #CareerArc"
resultAthensGA.csv,DeLane,NadiaDeLane,Twitter,7.05769E+17,Fri Mar 04 14:56:32 +0000 2016,NYC,"Pulled up at the Athens, GA Barnes &amp; Noble ready to #Amwrite. https://t.co/lAAkpvsphh"
resultAthensGA.csv,Ryder Sanders,Ryder177,Twitter,7.05759E+17,Fri Mar 04 14:16:03 +0000 2016,Kennesaw Ga,Playing tonight in Athens Ga at The Roadhouse with @LynnSanders291 @ShaneRegal @drumminduck  @1017chuckfm https://t.co/DKPKNmbzvu
resultAthensGA.csv,Shane Regal,ShaneRegal,Twitter,7.05758E+17,Fri Mar 04 14:14:36 +0000 2016,"Atlanta, GA",RT @LynnSanders291: Tonight Athens Ga 9pm at The Roadhouse. @Ryder177 @drumminduck @ShaneRegal @1017chuckfm @949TheBull https://t.co/4xxYhN‚Ä¶
resultAthensGA.csv,Angie Lynn Carter,LynnSanders291,Twitter,7.05758E+17,Fri Mar 04 14:13:55 +0000 2016,Kennesaw Ga,Tonight Athens Ga 9pm at The Roadhouse. @Ryder177 @drumminduck @ShaneRegal @1017chuckfm @949TheBull https://t.co/4xxYhNkzTc
resultAthensGA.csv,TMJ-GA Health Jobs,tmj_ga_health,Twitter,7.05758E+17,Fri Mar 04 14:11:56 +0000 2016,Georgia,"#Healthcare #Job alert: Associate Dentist ‚Äì DDS / DMD (General Dental Practice) | Aspen Dental | #Athens, GA https://t.co/PNGSIw44gf #Jobs"
resultAthensGA.csv,Catherine Koonce,Catherinedk_,Twitter,7.05756E+17,Fri Mar 04 14:05:34 +0000 2016,"Athens, GA","Sunshine meeting (@ Jackson Street Building in Athens, GA) https://t.co/R2bWLV3Kz2"
resultAthensGA.csv,courtney,heycourtneyj,Twitter,7.05753E+17,Fri Mar 04 13:54:26 +0000 2016,"Atlanta, GA","I'm at Tate Student Center in Athens, GA https://t.co/IyLWAYZokp"
resultAthensGA.csv,All Jobs,All_Jobs_,Twitter,7.05753E+17,Fri Mar 04 13:53:51 +0000 2016,,"#Georgia #Job Warehouse Worker - Univ. of GA - Conc./Sanford Stadium - Aramark - Athens, GA: May be requ... https://t.co/CFMKpAc1br #Jobs"
resultAthensGA.csv,Yoc Yee,YocYee,Twitter,7.05748E+17,Fri Mar 04 13:33:03 +0000 2016,"El Paso, TX","Immediate Need:  Sales Manager in Athens, GA https://t.co/kye6Sgj34o #job"
resultUniversityOfGA,A .,amourTemera_,Twitter,7.05771E+17,Fri Mar 04 15:03:24 +0000 2016,AlbanyStateUniversity18,RT @LilEasy_35: Also Congrats to My boy WILL on getting his first offer from ......:......... THE UNIVERSITY OF GEORGIA.. #GoDawgs üê∂üêæüêæüêæüêæ
resultUniversityOfGA,UNG,UNG_News,Twitter,7.05771E+17,Fri Mar 04 15:02:58 +0000 2016,"Dahlonega, Georgia",UNG This Week - News from the University of North Georgia - https://t.co/7JT63uKFP9
resultUniversityOfGA,Eric Bluestein,EricBluestein,Twitter,7.0577E+17,Fri Mar 04 15:01:32 +0000 2016,,RT @jrayfleming: Yung Gunz Inc : 2018 6'4 PG William Richardson Receives 1st D1 Offer from the University Of Georgia. https://t.co/afVLRAs6‚Ä¶
resultUniversityOfGA,OGVegas,oguevara,Twitter,7.05769E+17,Fri Mar 04 14:57:33 +0000 2016,Ogden,RT @WSUCommDept: The 2016 WSDI is excited to welcome back Khalid Sharif of the University of West Georgia to the faculty this... https://t.‚Ä¶
resultUniversityOfGA,UGA Rabid Fans,UGARabidFans,Twitter,7.05769E+17,Fri Mar 04 14:57:03 +0000 2016,"Athens, Georgia",University of Georgia Board of Visitors welcomes new members https://t.co/hBOMz15SL1
resultUniversityOfGA,Dallas Social Media,DallasMedia,Twitter,7.05769E+17,Fri Mar 04 14:56:57 +0000 2016,,Donald Trump University Attack Ads On TV In Georgia https://t.co/gslHr3Xxv3
resultUniversityOfGA,cassidy lauren,cassirito,Twitter,7.05768E+17,Fri Mar 04 14:52:14 +0000 2016,,RT @LilEasy_35: Also Congrats to My boy WILL on getting his first offer from ......:......... THE UNIVERSITY OF GEORGIA.. #GoDawgs üê∂üêæüêæüêæüêæ
resultUniversityOfGA,UWGAdmissions,UWG_Admissions,Twitter,7.05768E+17,Fri Mar 04 14:51:29 +0000 2016,,RT @_aleynx: university of west georgia is my final college decision üîµüî¥ #UWG20 üê∫
resultUniversityOfGA,Splashby35‚òîÔ∏è,H_Ashby18,Twitter,7.05768E+17,Fri Mar 04 14:51:01 +0000 2016,,RT @jrayfleming: Yung Gunz Inc : 2018 6'4 PG William Richardson Receives 1st D1 Offer from the University Of Georgia. https://t.co/afVLRAs6‚Ä¶
resultUniversityOfGA,Weber State Comm,WSUCommDept,Twitter,7.05767E+17,Fri Mar 04 14:48:34 +0000 2016,,The 2016 WSDI is excited to welcome back Khalid Sharif of the University of West Georgia to the faculty this... https://t.co/F3uy73mggC
resultUniversityOfGA,Shun Williams,OntheRadarHoops,Twitter,7.05766E+17,Fri Mar 04 14:46:09 +0000 2016,"Atlanta, Georgia",RT @jrayfleming: Yung Gunz Inc : 2018 6'4 PG William Richardson Receives 1st D1 Offer from the University Of Georgia. https://t.co/afVLRAs6‚Ä¶
resultUniversityOfGA,Jessie Fleming,jrayfleming,Twitter,7.05766E+17,Fri Mar 04 14:45:42 +0000 2016,,Yung Gunz Inc : 2018 6'4 PG William Richardson Receives 1st D1 Offer from the University Of Georgia. https://t.co/afVLRAs60j
resultUniversityOfGA,World News Media Net,worldnewsmedia1,Twitter,7.05766E+17,Fri Mar 04 14:44:08 +0000 2016,Oakland and Atlanta,"RT zennie62 ""Donald Trump University Attack Ads On TV In Georgia https://t.co/oFQcz969iq #youtube"""
resultUniversityOfGA,World News Media Net,worldnewsmedia1,Twitter,7.05766E+17,Fri Mar 04 14:44:08 +0000 2016,Oakland and Atlanta,"RT zennie62 ""Donald Trump University Attack Ads On TV In Georgia https://t.co/oFQcz969iq #news"""
resultUniversityOfGA,World News Media Net,worldnewsmedia1,Twitter,7.05766E+17,Fri Mar 04 14:44:08 +0000 2016,Oakland and Atlanta,"RT zennie62 ""Trump University Attack Ads On TV In Georgia ‚Äì Video https://t.co/YBlf9JjN9f #news"""
resultGEorgiaDawgs,Georgia Bulldogs,georgiabulldogs,Twitter,7.05766E+17,Fri Mar 04 14:45:55 +0000 2016,"Athens, Georgia","I cannot predict the future.
I can say Kirby Smart is neither smug or complacent. 

If someone cannot see the chan‚Ä¶ https://t.co/XUTEI7zbeT"
resultGEorgiaDawgs,Georgia Bulldogs,georgiabulldogs,Twitter,7.05766E+17,Fri Mar 04 14:45:55 +0000 2016,"Athens, Georgia","Scooby....... I am not gaga as you said about our new

Coaches..... Speaking for myself it is an appreciation 

To‚Ä¶ https://t.co/wtRgabxhxG"
resultGEorgiaDawgs,Networklal,networklalpune,Twitter,7.05763E+17,Fri Mar 04 14:32:56 +0000 2016,India,Recruiting Roundtable: Dawgs gain momentum VIP: Brinks is set to join Georgia's staff after serving as the graphic...  imediasolutions.in
